rep_number,first_name,last_name,party,Har ingen registreringspliktige interesser,Styreverv mv.,Selvstendig næring,Lønnet stilling mv.,Tidligere arbeidsgiver,Framtidig arbeidsgiver,Økonomisk støtte,Eiendom i næring,Aksjer mv.,Utenlandsreiser,Gaver,Ingen registrerte opplysninger
185,Ine M. Eriksen,Søreide,H,,"Styremedlem i Den norsk-tyske Willy Brandt-stiftelsen
(ulønnet)",Mottar sporadisk honorar for artikler i aviser og tidsskrifter,,,,,,,"26. januar - 13. februar 2004 - deltaker på International
Visitor Program - US Political System for Future European and Eurasian Leaders. Deltakelse etter invitasjon
fra United States Departement of State.
16-17 februar 2009 - deltaker på Mobile World Congress
i Barcelona der hotellopphold dekket av Telenor","Bilde mottatt i forbindelse med foredrag for Det Sjømilitære Samfunds Sjømaktseminar september 2010
Krystallkaraffel mottatt fra Bergen Militære Samfund for
foredrag i januar 2012
Teppe og kappe mottatt fra provinsguvernør Shafaq i
Faryab i forbindelse med komitéreise til Afghanistan i
mars 2012",
176,Thorhild,Widvey,H,,,,,,,,,"Opsjoner for rett til å tegne aksjer i Norwegian Building
Technology (NBTAS)",,"Gave, sølvarmbånd, Fred Olsen, desember 2004. Gudmor",
632,Gry-Anette Rekanes,Amundsen,FrP,,"Varamedlem til hovedstyret og landsstyret i KS
Medlem Nome kommunestyre og formannskap
Medlem Telemark fylkesting, hovedutvalg samferdsel",,,,,,,,,,
487,Britt Giske,Andersen,V,,"Medlem av kommunestyre og helse- og oppvekstkomiteen Giske kommune (møtegodtgjørelse)
Medlem av miljøutvalget og 1. varamedlem til fylkestinget og regional- og næringskomiteen Møre og Romsdal fylkeskommune (møtegodtgjørelse)
Styremedlem i Brisk AS - på vegne av fylkeskommunen
(møtegodtgjørelse)",,Salgs- og produktutvikler i Stiftelsen Atlanterhavsparken,,,,,,,,
470,Eva Vinje,Aurdal,A,,,,,,,,,,,,True
456,Gina Knutson,Barstad,SV,True,,,,,,,,,,,
566,Une Aina,Bastholm,MDG,,"Styremedlem i Etikken BA, ulønnet
Styremedlem i Minding Animals Norge, ulønnet",,Politisk rådgiver i MDGs stortingsgruppe. Fung. sekretariatsleder våren 2014.,,,,,,,,
397,Ronny,Berg,FrP,,"Alta kommune: Varaordfører, leder av administrasjonsutvalget og økonomiutvalget (lønnede verv)
Styremedlem Finnmark Bompengeselskap (godtgjørelse)
Medlem representantskapet Aurora Kino (godtgjørelse)
Fylkesleder Finnmark FRP (se punkt 7)",,Se punkt 2,Permisjon fra Statens Vegvesen 2011-2015,,Telefongodtgjørelse fra FRP ifbm. vervet som fylkesleder,,,,,
384,Gerd Eli,Berge,Sp,,,,,,,,,,,,True
720,Fredrik,Bjørnebekk,A,,Medlem av Sarpsborg bystyre,,Sosialkonsulent i Sarpsborg kommune,,,,,,"Ungdommens Nordiske Råd, oktober 2010,2011,2012",,
331,Torhild,Bransdal,KrF,,"Styremedlem KS Agder (møtegodtgjørelse)
Hovedstyremedlem KS (godtgjørelse)
Nestleder arbeidsutvalg Agder Energi (eierutvalg) (møtegodtgjørelse)",,,,,,,,,,
379,Tone Heimdal,Brataas,FrP,,"Vardar AS, styremedlem, honorar
Røyken Eiendom AS, styremedlem, lønnet fra 2014
Røyken Eiendomsutvikling AS, honorar 2014","Brataas regnskap og kontorservice (ubetydelig omsetning
2013)
Mikro Dataregnskap AS",Daglig leder Mikro Dataregnskap AS,,,,,Mikro Dataregnskap AS,,,
593,Marie,Brekke,KrF,,,,,,,,,,,,True
606,Tor,Bremer,A,,,,,,,,Gardsbruk gnr 150 bnr 1 i Luster kommune,,,,
448,Astrid Aarhus,Byrknes,KrF,,"Styremedlem i Mongstad Vekst AS (ulønna)
Nestleiar i Kongshaug Musikkgymnas AS (ulønna)
Styremedlem i Nordhordlandsparken AS (lønna)
Ordførar i Lindås kommune (lønna)",,Se punkt 2,,,,,,,,
725,Tone,Damsleth,H,,"Styremeldem Borg Havn (lønnet)
Varastyremedlem Inspiria Sciense senter (lønnet)
Styremedlem Comlight (ulønnet)
Styremedlem Damslet Skilt AS (ulønnet)",Eier/medeier i Damslet Skilt AS og Comlight AS (gjennom holdingselskapet Norwegian Air Castle AS),Daglig leder Damslet Skilt AS,,,,,"Eier aksjer i Damslet Skilt AS
Eier (gjennom holdingselskapet Norwegian Air Castle)
aksjer i Comlight AS",,,
393,Laila,Davidsen,H,,"Ordfører Alta kommune, lønnet
Fylkestingsrepresentant Finnmark Fylkeskommune, lønnet
Styremedlem KS Finnmark, ulønnet",,,,,,,,,,
628,Geir,Elsebutangen,H,,"Bystyremedlem Skien kommune (godtgjørelse)
Styremedlem Skien Næringsfond AS (godtgjørelse)",,Kragerø Energi Holding AS (arbeidsgiver),,,,,,,,
353,Anette C.,Elseth,FrP,,"Medlem kommunestyre og formannskap i Sørum kommune, møtegodtgjørelse
Nestleder i Eiendomsselskapet KF i Sørum kommune,
møtegodtgjørelse",,Politibetjent i Romerike politidistrikt,,,,,,,,
710,Ellen,Eriksen,FrP,True,,,,,,,,,,,
498,Jonny,Finstad,H,,"Ordfører Vestvågøy kommune, lønnet
Styreleder Lofoten Matpark AS, møtegodtgjørelse
Regionalt råd Husbanken, reise- og diettgodtgjørelse
Styreleder Vestvågøy Kystrederi, møtegodtgjørelse
Leder Lofotrådet, møtegodtgjørelse",,Se punkt 2,,,,"Storgata 81, 8370 Leknes (Finstadgården)","Brødrene Finstad Holding AS
Finstadgården AS
Finstad Glass AS",,,
676,Gunn Elin,Flakne,A,,"Nestleder i Fagforbundet Sør-Trøndelag, lønnet",Gårdbruker,,,,,Gårdsbruk Trøen 168/1,,,,
668,Erik,Fløan,H,,Fylkestingsrepr. Nord-Trøndelag fylkeskommune (godtgjørelse),Enkeltpersonsforetak Fløan Consult (konsulenttjenester),Kontormedarbeider i Ecopro AS,,,,,,,,
594,Per Kåre,Foss,KrF,,"Sola Bredbånd AS, styreleder (honorar)
Forus Næringspark AS, styremedlem (honorar)
Kvithei Utbygging KF, styremedlem/nestleder (honorar)","Personlig foretak, salg av software",Ansatt i Statoil ASA,,,,,,,,
610,Jenny,Følling,Sp,,,,,,,,,,,,True
562,Ingunn,Gjerstad,SV,,,,,,,,,,,,True
663,Bjørn Arild,Gram,Sp,,,,,,,,,,,,True
692,Hallgeir,Grøntvedt,Sp,,"Styreleder Fosenvegene AS, honorar
Styremedlem Fosen Næringshage, honorar
Ordfører i Ørland kommune, godtgjørelse",,Se punkt 2,"Avtale om permisjon uten godtgjørelse fra vervet som
ordfører i Ørland kommune",,,,,,,
317,Benjamin,Grønvold,H,True,,,,,,,,,,,
705,Steinar,Gullvåg,A,True,,,,,,,,,,,
367,Laila,Gustavsen,A,,"Europabevegelsen, styremedlem
Adaptor AS, styreleder (godtgjøring)",,Se punkt 5,Permisjon (ulønnet) fra stilling i NAV-Kongsberg,,,,,"Deltar på Visitors program, betalt av USA, perioden
16.4.-8.5.2011",,
677,Ferhat,Güven,A,,"Trondheim kommune, bystyremedlem (lønnet/frikjøp)
Trondheim Parkering KF, styremedlem (lønnet)","Chairman AS (eier)
Økonomipartner AS (leder/eier)",,,,,,"Chairman AS (100 prosent)
Økonomipartner AS (50 prosent)",,,
460,Sigrid Brattabø,Handegard,Sp,,,,,,,,,,,,True
474,Mette,Hanekamhaug,FrP,,,Honorar fra Se og Hør i form av spabehandling,,,,,,,,,
654,Siv Elin,Hansen,SV,,Styremedlem Nordreisa ASVO AS (godtgjørelse),,"Konsulent, Troms Fylkeskommune",,,,,,,,
581,Øystein Langholm,Hansen,A,,"Innovasjon Norge Rogaland, styremedlem (lønnet)
Stiftelsen Rogalandsforskning, nestleder (lønnet)
Ungt Entreprenørskap Rogaland (ulønnet)
Stiftelsen Rogaland kurs- og konferansesenter RKK
(lønnet)
Yrkesopplæringsnemda i Rogaland (lønnet)",,Distriktssekretær i Landsorganisasjonen i Norge (LO),,,,,,,,
574,Sissel Knutsen,Hegdal,H,,"Bystyremedlem, Stavanger Kommune (lønnet)
Medlem formannskapet. Stavanger kommune (lønnet)
Leder, kommunalstyret for kultur og idrett, Stavanger
(lønnet)
Leder, romprogramkomiteen, Stavanger (lønnet)
Styreleder, Museum Stavanger AS (lønnet)
Styreleder, Stavangerregionen Havn IKS (lønnet)
Styreleder, Aldente reklamebyrå AS (lønnet)
Styreleder, Bjørk advokat og eiendom AS (lønnet)
Styreleder, stiftelsen Stavanger Forum (ulønnet)
Nestleder, Rikskonsertene (lønnet)
Nestleder, Risavika Havn AS (lønnet)
Styremedlem, Agasti Holding ASA (lønnet)
Styremedlem, Navigea securities AS (lønnet)
Styremedlem, TeknoLab skole (ulønnet)
Varamedlem, Forus Næringspark AS
Varamedlem, Rogaland Teater AS
Varamedlem, Rogaland renovasjon",Bjørk Advokat og Eiendom AS (eier 100 % av aksjene),,,,Stavanger Høyre,,,,,
543,Frode,Helgerud,H,,"Medlem av representantskapet i Sparebanken Nord Norge, lønnet
Styremedlem i Det Norske Kammerorkester, ulønnet
Styremedlem i etterbruksfondet etter Ski-VM i Oslo,
ulønnet
Styreleder i Mikrofinans Norge AS, ulønnet
Styremedlem i SoCentral AS, ulønnet",,,,,,,"Aksjer i DNB, Orkla, Sparebank1 Nord Norge, Gjensidige, Norsk Hydro",,,
345,Are,Helseth,A,,"Styreleder i Maikens Minnefond (ideell stiftelse, ikke
honorar)
Styremedlem i Helset legesenter (ikke styrehonorar)",,,"Har fra 01.10.09 permisjon fra stilling som adm.direktør
ved Fürst Medisinsk Laboratorium AS og MEDLAB AS.
Har lån hos arbeidsgiver.",,,,Helset legesenter AS.,,,
614,Bjørn Erik,Hollevik,H,,,,,,,,,,,,True
457,Einar,Horvei,SV,,"Voss eigedom A/S (lønna)
Stiftelsen Sosialbygget (lønna)",,Lærar/rådgjevar i grunnskulen,,,,,,,,
642,Tor Inge,Hoaas,A,,"Meddommer i arbeidsrett - Troms fylke (godtgjørelse pr.
møtedag)",,,,,,,,,,
347,Mani,Hussaini,A,,"Fylkestingsmedlem i Akershus (lønnet)
Medlem hovedutvalg for utdanning AFK (Lønnet)
Kommunestyrerepresentant Ullensaker kommune (lønnet)
Medlem NRK Østlandssendingen distriktsprogramråd
(lønnet)
Vara generalforsamlingen DNB Sparebankstiftelsen
(lønnet)
Medlem skoleutvalget Skedsmo vgs (lønnet)",,,,,,,,,,
401,Johnny,Ingebrigtsen,SV,,"Medlem, Finnmark fylkeskommune, Fylkesting og Fylkesutvalg, lønnet. Nordkapp Kommune, Kommunestyret,
ulønnet. Leder valgkomite, Innovasjon Norge, region
Finnmark, lønnet. Styremedlem Tromstrygd Sjøforsikring, lønnet. Styreleder Gjesvær Service AS, ulønnet.
Styreleder Gjesvær Fiskarlag, ulønnet.","Fisker og daglig leder i Nytind AS og Partsrederiet Vårøy DA, årlig godtgjørelse over kr 50 000.",,,,,,"Nytind AS. Gjesvær Service AS. Partsrederiet Vårøy
DA.",,,
415,Hege,Jensen,FrP,True,,,,,,,,,,,
731,Kjell Håvard,Jensen,FrP,,Gruppeleder Østfold FrP - 30 pst. frikjøp,,Selger Industriteam øst A/S - 70 pst. stilling,,,,,,,,
428,Iril Schau,Johansen,H,,"Styremeldlem Ole Bull Akademiet (godtgjørelse)
Medlem Voss kommunestyre, formannskap og eldreråd
(godtgjørelse)
Medlem Hordaland fylkesting og samferdselsutvalg
(godtgjørelse)",Registrert med oversetterforetak (EPF) - ikke aktivt,"Ansatt i Voss kommune som næringsrådgiver
Treningskontakt og tilsynsfører for kommunen",,,,,,,,
405,Lasse,Juliussen,A,,Se punkt 4.,,Fylkesråd i Hedmark fylkeskommune,,,,,,,,
380,Lavrans,Kierulf,FrP,,"Bystyrerepresentant Drammen kommune
Fylkestingsrepresentant Buskerud fylkeskommune",Relief Manager i City Self-Storage Norge,,,,,,,,,
436,Eigil,Knutsen,A,,"Styremedlem Hordaland AP (ulønnet)
Ikke møtende vararepresentant til styret i BIR Privat
(ulønnet)",,"Bønes Vicik AS, researcher",,,,,,,,
411,Rangdi,Krogstad,H,,Varamedlem i styret i Ringsaker Montessori skole (møtegodtgjørelse),,Fylkessekretær i Hedmark Høyre,,,,,,,,
696,Aud Herbjørg,Kvalvik,SV,,"Medlem av Melhus kommunestyre, varamedlem til formannskapet (godtgjørelse)
Varamedlem til Sør-Trøndelag fylkeskommune og
kommunale utvalg (godtgjørelse)
Styremedlem i Riastvegen Vegforening, på vegen av
Sør-Trøndelag fylkeskommune (godtgjørelse)",,,,,,,,,,
309,Lene,Langemyr,FrP,,"Leder i kontrollutvalget, Grimstad kommune (møtegodtgjørelse)",,,,,,,,,,
327,Kjell Ivar,Larsen,FrP,,,,,,,,,,,,True
483,Geir Inge,Lien,Sp,,"Ordførar i Vestnes kommune (godtgjersle)
Styremedlem Tremek AS (møtegodtgjersle)
Fylkesstyremedlem KS (godtgjersle)
Medlem ROR (Romsdal regionråd) (inga godtgjersle)
Varamedlem Sunnmøre regionråd (inga godtgjersle)",,Sjå punkt 2,,,,,,,,
406,Thor,Lillehovde,A,,"Styremedlem Coop Innlandet (honorar)
Leder i Hedmark idrettskrets",,,,,,,,,,
492,Tor Arne Bell,Ljunggren,A,,"Leder av sentralstyret i Norsk Motorcykkel Union, ulønnet
Leder/direktør i Bodø Barnehager (""sovende"" selskap),
ulønnet",,,,,,,,,,
557,Guri,Melby,V,,,,,,,,,,,,True
552,Peter N.,Myhre,FrP,,"Medlem av Havnestyret i Oslo, godtgjørelse
Styremedlem i Fjellhus Vel, ingen godtgjørelse",,,,,,,,"Deltok på reise til Taiwan 28. november - 4. desember
2009. Fly og hotell betalt av taiwanske myndigheter.",,
508,Willfred,Nordlund,Sp,,"Medlem kontrollutvalget Nordland fylkeskommune
(lønnet)",,"Avløser hos Wenche Irene Kristiansen
Prosjektleder Deadline Media AS
Generalsekretær Senterungdommen",,,,,,,,
658,Jorid Holstad,Nordmelan,A,,Nestleder Norsk frimerkeungdom (ulønnet),,30 pst. politisk konsulent i Norsk Studentorganisasjon,,,,,,,,
346,Anne,Odenmarck,A,,Sekretær for Stiftelsen Liv,,Daglig leder Krise- og incestsenteret i Follo IKS,,,,,,,,
526,Ivar,Odnes,Sp,,,,,,,,,,,,True
503,Dagfinn Henrik,Olsen,FrP,,"Styreleder Losen Eiendomsdrift A/S (ikke godtgjørelse)
Gruppeleder FrPs fylkestingsgruppe Nordland fylkeskommune (godtgjørelse)",,"Statslos, Kystverket (100 pst. stilling)",,,,"To eiendommer i Lødingen kommune som benyttes til
utleievirksomhet i Losen Eiendomsdrift A/S",50 pst. av aksjene i Losen Eiendomsdrift A/S,,,
388,Ingalill,Olsen,A,True,,,,,,,,,,,
719,Wenche,Olsen,A,,Medlem kommunestyret i Halden kommune,,,Permisjon uten lønn fra Sykehuset Østfold.,,,,,,,
675,Audun,Otterstad,A,,,,,,,,,,,,True
505,Veronica,Pedersen,FrP,,Verv i kommunale organ (godtgjørelse),,Barsjef og restaurantsjef Mo Mat og Vinhus AS,,,,,,,,
544,Afshan,Rafiq,H,,"Medlem av Kringkastingsrådet, møtegodtgjørelse
Medlem av styret til Wergelandssenteret, møtegodtgjørelse
Medlem av styret i Sebbelowstiftelsen, møtegodtgjørelse",,"Dommer i Oslo Forliksråd, arbeidsgiver: Justisdepartementet",,,,,,,,
587,Kari,Raustein,FrP,,"Medlem Stavanger bystyre, lønnet
Medlem kommunalstyre for byutvikling, lønnet
Medlem Hundvåg bydelsutvalg, lønnet",,IT- og adm.sjef i Kaefer Energy,,,,,,,,
443,Laila Marie,Reiertsen,FrP,,"Kommunestyrerepresentant i Os kommune (godtgjørelse)
Medlem i formannskapet i Os kommune (godtgjørelse)
Leder i personalutvalget i Os kommune (godtgjørelse)
Varamedlem i styret for HSH Rehabilitering","Enkeltmannsforetaket ""NokTid"" (utleie som sykepleier).
For tiden ikke i drift.",,"Permisjon uten lønn fra stilling som daglig leder ved
Ravneberghaugen rehabiliteringssenter",,,,,,,
479,Steinar,Reiten,KrF,,"Følgende verv i Møre og Romsdal fylkeskommune lønnes ved frikjøp 62 prosent:
Medlem Fylkesutvalget
Medlem Fylkesutdanningsutvalget
Medlem Miljøutvalget
Gruppeleder for KrF",,"37 prosent stilling som undervisningsinspektør ved
Averøy ungdomsskole, Averøy kommune",,,,,,,,
423,Bersvend,Salbu,SV,,,,,,,,,,,,True
563,Olivia Corso,Salles,SV,True,,,,,,,,,,,
687,Lill Harriet,Sandaune,FrP,,"Varamedlem Malvik Næringsutvikling (godtgjørelse v.
oppmøte)
Varamedlem til styret for Vikhammer Jern og Farve A/S
(godtgjørelse v. oppmøte)",Medeier Vikhammer Jern og Farve A/S,Adjunkt v. Skjetlein vgs.,,,,,50 pst. aksjeandel i Vikhammer Jern og Farve A/S,,,
637,Dag,Sele,KrF,,Styreleder Bø legesenter A/S (ulønna),Fastlege Bø legesenter A/S + deltidsstilling i Bø kommune,,,,,,Bø legesenter A/S,,,
389,Runar,Sjåstad,A,,,,,,,,,,,,True
504,Greta Johanne,Solfall,FrP,,"Varaordfører Meløy kommune (lønnet)
Medlem kommunestyre og formannskap Meløy kommune",,Hjelpepleier Meløy kommune,,,,,,,,
427,Charlotte,Spurkeland,H,,"Bergen bystyre, medlem, lønnet
Komité for kultur, idrett, næring i Bergen kommune,
medlem , lønnet
Bergen bys stiftelse til økonomisk vanskeligstilte, styremedlem, lønnet
Samarbeidsutvalg Krohnengen skole, medlem, lønnet
Takstnemnda Bergen kommune, medlem, lønnet
Bergen reiselivslag, styremedlem, lønnet
Brak, styreleder, ulønnet i 2014 (tidl. lønnet)
Bymuseet i Bergen, styret for stiftelsen, varamedlem,
lønnet
Valgstyret i Bergen kommune, varamedlem, lønnet
KS, fylkesmøtet i Hordaland, varamedlem, lønnet
Vestnorsk Jazzsenter, styret for stiftelsen, varamedlem,
lønnet",,,,,,,Dr. Wiesener AS - 20 aksjer,,,
640,Sigmund,Steinnes,A,,Ordfører i Storfjord kommune,,Se punkt 2.,,,,,,,,
553,Aina,Stenersen,FrP,,Vararepresentant til bystyret i Oslo (lønnet),,"Deltidsjobb som selger på Tommy Hilfiger, Eger, Oslo",,,,,,,,
512,Kjersti,Stenseng,A,,,,,,,,,,,,True
659,Terje,Sørvik,A,,,,,,,,,,,,True
636,Hanne,Thürmer,KrF,,"Leder Norsk indremedisinsk forening, godtgjørelse
Styremedlem Diakonhjemmet sykehus, godtgjørelse
Folkevalgt Notodden kommune, leder hovedutvalg helse/sosial, medlem formannskap, godtgjørelse",,"Fast ansatt overlege ved Sykehuset Telemark, Notodden
sykehus",,,,,,,,
491,Tone-Helen,Toften,A,,,,,,,,,,,,True
368,Niclas,Tokerud,A,,"Medlem av Øvre Eiker kommunestyre (fast godtgjørelse)
Medlem av Buskerud fylkesting (fast godtgjørelse)
Varamedlem Distriktsprogramrådet for NRK Østafjells
(møtegodtgjørelse)
Varamedlem Kongsberg PPTOT (møtegodtgjørelse)",,Resepsjonist Bislet Bad & Trening,,,,,,,,
469,Tove-Lise,Torve,A,,"Nestleder i styret til Trollheimstunnelen AS (lønnet)
Styreleder i Sunndal Næringsselskap AS (lønnet)
Nestleder i styret til Havnerådet i Kristiansund og Nordmøre Havn IKS (lønnet)
Styremedlem i Nofima AS (lønnet)",,,,,,,,,,
301,Line Kysnes,Vennesland,A,,"Medlem av formannskap og kommunestyre i Evje og
Hornnes (lønnet)
Medlem av Aust-Agder fylkesting og nestleder i komité
(lønnet)
Første vara Konsesjonskraftfondet Aust-Agder (lønnet)",,Barnevernskonsulent i Evje og Hornnes kommune,,,,,,,,
322,Linda,Verdal,A,,,,,,,,,,,,True
335,Thore,Vestby,H,True,,,,,,,,,,,
667,Gunnar,Viken,H,,"Fylkesordfører i Nord-Trøndelag (lønnet)
Styreleder i vekstbedriften Flyndra A/S, Inderøy (godtgjørelse)
Styreleder i IKS Innherred Renovasjon, Verdal (godtgjørelse)",,Se punkt 2,,,,,,,,
373,Christopher,Wand,H,,,,,,,,,,,,True
534,Truls,Wickholm,A,,"Sekretær, Elektrisitetsverkets Arbeiderforening. (Ikke
lønnet).
Varamedlem til styret i EL&IT Distrikt Oslo og Akershus. (Ikke lønnet).
Medlem i representantskapet LO i Oslo. (Ikke lønnet).
Styremedelmem Utøya A/S. (Ikke lønnet).",,,"Permisjon fra Infratek Norge A/S. (Ingen lønn eller andre
goder i permisjonstiden).",,,,Eier 1500 B-aksjer i Hafslund ASA.,"Internasjonal visitersprogram IVLP i februar 2012 dekket av Den amerikanske ambassaden i Oslo. Permisjon til
deltakelse godkjent og referert i Stortinget.",,
622,Lise,Wiik,A,,,,,,,,,,,,True
645,Kristian Støback,Wilhelmsen,H,,"Gruppesekretær for Høyre, Tromsø kommune (godtgjørelse)
Leder utdannings-, kultur- og idrettskomiteen, Tromsø
kommune (godtgjørelse)",,,,,,,,,,
721,Elise,Waagen,A,,Medlem av Sarpsborg bystyre,,Fagpolitisk ungdomssekretær LO/Østfold,,,,,,,,
682,Torhild,Aarbergsbotten,H,,"Innovasjon Norge, styremedlem (lønnet)
Barseth Interkommunale Vannverk, styremedlem (lønnet)
Fosenveien AS, vara til styret (lønnet)
Medlem representantskapet SMN 1(lønnet)
Sør-Trøndelag fylkeskommune, fylkespolitiker (lønnet)
Ørland kommune, lokalpolitiker (lønnet)",Veterinæroppdrag,Se punkt 2,,,,,,,,
